ID,target,ensemble_pred,ensemble_correct,ensemble_confidence,ensemble_margin,ensemble_proba_class1,ensemble_proba_class2,ensemble_proba_class3,lightgbm_simple_fe_pred,lightgbm_simple_fe_confidence,lightgbm_simple_fe_proba_class1,lightgbm_simple_fe_proba_class2,lightgbm_simple_fe_proba_class3,lightgbm_original_pred,lightgbm_original_confidence,lightgbm_original_proba_class1,lightgbm_original_proba_class2,lightgbm_original_proba_class3,random_forest_original_pred,random_forest_original_confidence,random_forest_original_proba_class1,random_forest_original_proba_class2,random_forest_original_proba_class3,extra_trees_original_pred,extra_trees_original_confidence,extra_trees_original_proba_class1,extra_trees_original_proba_class2,extra_trees_original_proba_class3,hgb_original_pred,hgb_original_confidence,hgb_original_proba_class1,hgb_original_proba_class2,hgb_original_proba_class3,hgb_simple_fe_pred,hgb_simple_fe_confidence,hgb_simple_fe_proba_class1,hgb_simple_fe_proba_class2,hgb_simple_fe_proba_class3,xgboost_simple_fe_pred,xgboost_simple_fe_confidence,xgboost_simple_fe_proba_class1,xgboost_simple_fe_proba_class2,xgboost_simple_fe_proba_class3,gradient_boosting_fe_pred,gradient_boosting_fe_confidence,gradient_boosting_fe_proba_class1,gradient_boosting_fe_proba_class2,gradient_boosting_fe_proba_class3
11,class3,class3,True,0.999358501374246,0.9987171922047867,1.8818738302808203e-07,0.0006413091694592269,0.999358501374246,class3,0.9999999656426023,8.568893618032221e-09,2.5788504020909565e-08,0.9999999656426023,class3,0.9999999855373016,3.614261398502467e-09,1.0848436928882876e-08,0.9999999855373016,class3,0.9985714285714286,0.0,0.0014285714285714286,0.9985714285714286,class3,1.0,0.0,0.0,1.0,class3,0.999999946044775,1.5102683877332015e-08,3.885254114726261e-08,0.999999946044775,class3,0.9999999476661808,1.5389898756382278e-08,3.69439205541054e-08,0.9999999476661808,class3,0.9999852180480957,4.90060483571142e-06,9.842897270573303e-06,0.9999852180480957,class3,0.999997173104898,2.1568463326589908e-07,2.6112104688116625e-06,0.999997173104898
12,class2,class2,True,0.7605982236175991,0.6302125232759587,0.13038570034164046,0.7605982236175991,0.10901607539531914,class2,0.9999926874259046,7.133595563912701e-06,0.9999926874259046,1.7897853153014283e-07,class2,0.9999977124811175,1.990210982120466e-06,0.9999977124811175,2.973079002635849e-07,class2,0.68,0.15857142857142856,0.68,0.16142857142857142,class1,0.3844444444444444,0.3844444444444444,0.38,0.23555555555555555,class2,0.9999372798309205,5.5246932029604834e-05,0.9999372798309205,7.47323704993388e-06,class2,0.9999767609078709,5.207247702979446e-06,0.9999767609078709,1.8031844426085422e-05,class2,0.983758270740509,0.0071450043469667435,0.983758270740509,0.009096705354750156,class2,0.9986466440090548,1.4931598604812482e-05,0.9986466440090548,0.001338424392340337
13,class3,class3,True,0.9999994659551675,0.9999991252002228,1.944256084494639e-07,3.4075494474420396e-07,0.9999994659551675,class3,0.9999999909544702,4.367802028489747e-09,4.677727806000885e-09,0.9999999909544702,class3,0.9999999951921743,1.9634051173192058e-09,2.84442058703044e-09,0.9999999951921743,class3,1.0,0.0,0.0,1.0,class3,1.0,0.0,0.0,1.0,class3,0.9999999692608476,1.2089938561630453e-08,1.8649213872928437e-08,0.9999999692608476,class3,0.9999999504180719,1.6580934539974197e-08,3.300099346751078e-08,0.9999999504180719,class3,0.9999904632568359,4.785938926943345e-06,4.78521815239219e-06,0.9999904632568359,class3,0.999998075447557,3.1163261251645535e-07,1.6129198303837027e-06,0.999998075447557
14,class3,class3,True,0.9983755552605735,0.9967514773031242,3.648859930192477e-07,0.0016240779574493221,0.9983755552605735,class3,0.9999999381638562,6.8687942334342325e-09,5.496734939696031e-08,0.9999999381638562,class3,0.9999994825248433,1.8660960903246353e-08,4.988141958861394e-07,0.9999994825248433,class3,0.9971428571428571,0.0,0.002857142857142857,0.9971428571428571,class3,0.9977777777777778,0.0,0.0022222222222222222,0.9977777777777778,class3,0.9999995884605066,3.198626580379832e-08,3.795532275635479e-07,0.9999995884605066,class3,0.9999995924587646,9.415097874073109e-08,3.1339025663171125e-07,0.9999995924587646,class3,0.9999589920043945,9.818788385018706e-06,3.113175625912845e-05,0.9999589920043945,class3,0.9999960108440743,3.118683160300949e-07,3.677287609726227e-06,0.9999960108440743
15,class3,class3,True,0.997052431085198,0.9941051039019271,2.41675478178787e-07,0.0029473271832709492,0.997052431085198,class3,0.9999999455919869,7.407195444580545e-09,4.7000817605155056e-08,0.9999999455919869,class3,0.999999834757531,9.170390795489732e-09,1.5607207833548028e-07,0.999999834757531,class3,0.9957142857142857,0.0,0.004285714285714286,0.9957142857142857,class3,0.9933333333333333,0.0,0.006666666666666667,0.9933333333333333,class3,0.9999996302921158,2.2916720027170666e-08,3.46791164158486e-07,0.9999996302921158,class3,0.9999997273182912,4.6441008004148094e-08,2.2624070079141173e-07,0.9999997273182912,class3,0.9999666213989258,5.779802904726239e-06,2.759709968813695e-05,0.9999666213989258,class3,0.9999932747129283,4.2201940512141564e-07,6.303267666701081e-06,0.9999932747129283
16,class1,class1,True,0.9967764996653012,0.9937874509650088,0.9967764996653012,0.00023445243736616272,0.0029890487002924436,class1,0.9999995112345947,0.9999995112345947,2.4850583150536025e-07,2.4025957374856113e-07,class1,0.9999999455072318,0.9999999455072318,2.6323567110578784e-08,2.8169201158962624e-08,class1,0.9957142857142857,0.9957142857142857,0.0,0.004285714285714286,class1,0.9922222222222222,0.9922222222222222,0.0011111111111111111,0.006666666666666667,class1,0.9999987265462257,0.9999987265462257,7.320878519328055e-07,5.413659223058371e-07,class1,0.9999930547350561,0.9999930547350561,4.274163234782742e-06,2.6711017092233582e-06,class1,0.9976517558097839,0.9976517558097839,0.0011046488070860505,0.0012436197139322758,class1,0.9997369812409708,0.9997369812409708,0.00024332389411259656,1.9694864916710963e-05
17,class3,class3,True,0.9999112407698256,0.9998226992405705,2.159731241718807e-07,8.854152925505378e-05,0.9999112407698256,class3,0.9999999395904532,7.054907072500725e-09,5.3354639827184e-08,0.9999999395904532,class3,0.9999999358647241,9.093328365637808e-09,5.5041947463156025e-08,0.9999999358647241,class3,1.0,0.0,0.0,1.0,class3,0.9994304685878893,0.0,0.0005695314121107811,0.9994304685878893,class3,0.9999999058870672,1.8735810811588786e-08,7.537712191468306e-08,0.9999999058870672,class3,0.9999999424576667,1.2428020963568905e-08,4.511431238961659e-08,0.9999999424576667,class3,0.999983549118042,5.0368303163850214e-06,1.1361697033862583e-05,0.999983549118042,class3,0.9999932747129283,4.2201940512141564e-07,6.303267666701081e-06,0.9999932747129283
18,class1,class1,True,0.9419548286158571,0.9118081231515048,0.9419548286158571,0.02789846731200396,0.030146705464352327,class1,0.9999999533363868,0.9999999533363868,3.679488313997065e-08,9.86872998675156e-09,class1,0.9999999886623144,0.9999999886623144,9.58516725202991e-09,1.7525183307486939e-09,class1,0.9342857142857143,0.9342857142857143,0.02857142857142857,0.037142857142857144,class1,0.8144444444444444,0.8144444444444444,0.09777777777777778,0.08777777777777777,class1,0.9999991694913565,0.9999991694913565,5.622039574381961e-07,2.6830468607673557e-07,class1,0.999998521766563,0.999998521766563,9.472582017264217e-07,5.309752351965898e-07,class1,0.9992784857749939,0.9992784857749939,0.0004938372876495123,0.00022771912335883826,class1,0.9994721186184352,0.9994721186184352,0.0004948277314270659,3.305365013790027e-05
19,class3,class3,True,0.9962413276399498,0.9924828979714516,2.420076464455336e-07,0.0037584296684981793,0.9962413276399498,class3,0.9999999732548106,2.814642406890393e-09,2.3930546867248085e-08,0.9999999732548106,class3,0.9999993429676681,8.952159852290313e-09,6.480801720806443e-07,0.9999993429676681,class3,0.9942857142857143,0.0,0.005714285714285714,0.9942857142857143,class3,0.9922222222222222,0.0,0.0077777777777777776,0.9922222222222222,class3,0.9999993006379632,5.983868166230467e-08,6.395233551709814e-07,0.9999993006379632,class3,0.999999736749692,6.231082347578378e-08,2.0093948439315405e-07,0.999999736749692,class3,0.999964714050293,6.623739409405971e-06,2.8641487006098032e-05,0.999964714050293,class3,0.999995852632553,1.6310596695282817e-07,3.984261479920664e-06,0.999995852632553
20,class3,class3,True,0.9993150150603181,0.9986304641444111,4.343289070172543e-07,0.0006845509159069629,0.9993150150603181,class3,0.999999985748496,1.6247245646395593e-09,1.2626779445100304e-08,0.999999985748496,class3,0.9999999978782106,7.588850263100006e-10,1.362904280607568e-09,0.9999999978782106,class3,1.0,0.0,0.0,1.0,class3,0.9955555555555555,0.0,0.0044444444444444444,0.9955555555555555,class3,0.9999998906352372,1.4703723544711797e-08,9.466103931448674e-08,0.9999998906352372,class3,0.9999998505938529,5.4202332514987957e-08,9.520381467282814e-08,0.9999998505938529,class3,0.9999314546585083,1.1954167348449118e-05,5.6600420066388324e-05,0.9999314546585083,class3,0.9999973152798947,3.346732640340607e-07,2.3500468413061253e-06,0.9999973152798947
21,class3,class3,True,0.9999985175051838,0.9999973644655696,3.282417278386686e-07,1.1530396140783016e-06,0.9999985175051838,class3,0.9999999656647688,6.8389300890337235e-09,2.749630125578037e-08,0.9999999656647688,class3,0.9999999306070212,7.577886894685044e-09,6.181509189154325e-08,0.9999999306070212,class3,1.0,0.0,0.0,1.0,class3,1.0,0.0,0.0,1.0,class3,0.9999998672791878,1.9677038288726212e-08,1.1304377388995065e-07,0.9999998672791878,class3,0.9999997379035416,7.090678559547953e-08,1.911896728093525e-07,0.9999997379035416,class3,0.9999692440032959,8.764423000684474e-06,2.195480374211911e-05,0.9999692440032959,class3,0.9999960108440743,3.118683160300949e-07,3.677287609726227e-06,0.9999960108440743
22,class3,class3,True,0.9998279880514138,0.9996561931220881,2.157559764890751e-07,0.0001717949293257656,0.9998279880514138,class3,0.9999999634840568,1.0253589972077735e-08,2.626235318007491e-08,0.9999999634840568,class3,0.9999999360526505,7.322013739581803e-09,5.6625335870393074e-08,0.9999999360526505,class3,1.0,0.0,0.0,1.0,class3,0.9988888888888889,0.0,0.0011111111111111111,0.9988888888888889,class3,0.9999999212107678,1.4295775596727148e-08,6.449345659773947e-08,0.9999999212107678,class3,0.9999999370751378,1.7207767583920763e-08,4.5717094582263096e-08,0.9999999370751378,class3,0.9999840259552002,5.698831500922097e-06,1.023693403112702e-05,0.9999840259552002,class3,0.999992234819609,2.2264898297575836e-07,7.542531408016237e-06,0.999992234819609
23,class3,class3,True,0.9999986775949097,0.999997645658709,2.9030215667014355e-07,1.0319362007178653e-06,0.9999986775949097,class3,0.9999999592413734,7.614827755143253e-09,3.314379879772057e-08,0.9999999592413734,class3,0.9999999588388183,4.135948249847338e-09,3.702523349595102e-08,0.9999999588388183,class3,1.0,0.0,0.0,1.0,class3,1.0,0.0,0.0,1.0,class3,0.9999998199537317,1.199747033992367e-08,1.680487980970818e-07,0.9999998199537317,class3,0.9999998731236294,4.271998846062776e-08,8.415638209628733e-08,0.9999998731236294,class3,0.9999740123748779,7.652130989299621e-06,1.8330441889702342e-05,0.9999740123748779,class3,0.9999960108440743,3.118683160300949e-07,3.677287609726227e-06,0.9999960108440743
24,class3,class3,True,0.9999983167369079,0.9999970060330456,3.7319536676158236e-07,1.3107038621772984e-06,0.9999983167369079,class3,0.9999999618143663,7.408685123695174e-09,3.077694855861001e-08,0.9999999618143663,class3,0.9999998499070489,1.0393149883649545e-08,1.3969980126001975e-07,0.9999998499070489,class3,1.0,0.0,0.0,1.0,class3,1.0,0.0,0.0,1.0,class3,0.9999999692675924,1.2864122835472863e-08,1.7868284727090785e-08,0.9999999692675924,class3,0.9999999093742931,3.22630717460217e-08,5.836263511214327e-08,0.9999999093742931,class3,0.9999630451202393,1.0161047612200491e-05,2.6813107979251072e-05,0.9999630451202393,class3,0.9999960108440743,3.118683160300949e-07,3.677287609726227e-06,0.9999960108440743
25,class3,class3,True,0.9982044492400846,0.9964091718220959,2.748035046585539e-07,0.0017952774179886368,0.9982044492400846,class3,0.9999998424288803,7.50396950643129e-09,1.5006715017447296e-07,0.9999998424288803,class3,0.9999996236037079,7.543326763449149e-09,3.6885296543772204e-07,0.9999996236037079,class3,0.9971428571428571,0.0,0.002857142857142857,0.9971428571428571,class3,0.9966666666666667,0.0,0.0033333333333333335,0.9966666666666667,class3,0.9999995790182135,3.1574808016964986e-08,3.8940697838127064e-07,0.9999995790182135,class3,0.9999997852002362,4.5174535476913814e-08,1.6962522828250176e-07,0.9999997852002362,class3,0.999956488609314,7.451805686287116e-06,3.610387284425087e-05,0.999956488609314,class3,0.999992234819609,2.2264898297575836e-07,7.542531408016237e-06,0.999992234819609
26,class3,class3,True,0.9963282299654254,0.9929980957589959,0.0003416356348489603,0.003330134206429438,0.9963282299654254,class3,0.9999999628502594,8.05051661717976e-09,2.909922394151946e-08,0.9999999628502594,class3,0.9999998726346271,1.0051984175641455e-08,1.1731338874893294e-07,0.9999998726346271,class3,0.9971428571428571,0.0,0.002857142857142857,0.9971428571428571,class3,0.9844444444444445,0.0022222222222222222,0.013333333333333334,0.9844444444444445,class3,0.9999995744503302,2.5162577462111446e-08,4.003870923094079e-07,0.9999995744503302,class3,0.9999998175062565,4.952283270666832e-08,1.3297091066456357e-07,0.9999998175062565,class3,0.9999552965164185,1.1840762454085052e-05,3.28568639815785e-05,0.9999552965164185,class3,0.9999960108440743,3.118683160300949e-07,3.677287609726227e-06,0.9999960108440743
27,class3,class3,True,0.997734864077793,0.9954699560869796,2.271751521476142e-07,0.002264907990813304,0.997734864077793,class3,0.9999999475925391,5.894552891092922e-09,4.651290806929761e-08,0.9999999475925391,class3,0.999999149597715,1.2220161791596462e-08,8.381821231520363e-07,0.999999149597715,class3,0.9957142857142857,0.0,0.004285714285714286,0.9957142857142857,class3,0.9977777777777778,0.0,0.0022222222222222222,0.9977777777777778,class3,0.9999997229164057,2.6525173046880666e-08,2.505584213914968e-07,0.9999997229164057,class3,0.9999997018908537,3.0824825534138924e-08,2.672843205640108e-07,0.9999997018908537,class3,0.999968409538269,5.349155344447354e-06,2.6218391212751158e-05,0.999968409538269,class3,0.9999932747129283,4.2201940512141564e-07,6.303267666701081e-06,0.9999932747129283
28,class3,class3,True,0.9996575534051021,0.9993153050604787,1.9855106941714642e-07,0.00034224834462336177,0.9996575534051021,class3,0.9999999648945613,3.899866213690357e-09,3.120557250207324e-08,0.9999999648945613,class3,0.9999999433500372,5.322313881685447e-09,5.1327648866877e-08,0.9999999433500372,class3,1.0,0.0,0.0,1.0,class3,0.9977777777777778,0.0,0.0022222222222222222,0.9977777777777778,class3,0.9999997461177704,3.441254966971919e-08,2.1946967985510238e-07,0.9999997461177704,class3,0.9999997521242602,5.008788361787956e-08,1.9778785615946047e-07,0.9999997521242602,class3,0.9999772310256958,5.3526014198723715e-06,1.7425487385480665e-05,0.9999772310256958,class3,0.999995852632553,1.6310596695282817e-07,3.984261479920664e-06,0.999995852632553
29,class3,class3,True,0.999998422593287,0.9999971445193364,2.9738254141752984e-07,1.2780739505721746e-06,0.999998422593287,class3,0.9999999473154556,7.22268099746454e-09,4.546186348181966e-08,0.9999999473154556,class3,0.9999999016365225,6.3101435630023794e-09,9.205333387383398e-08,0.9999999016365225,class3,1.0,0.0,0.0,1.0,class3,1.0,0.0,0.0,1.0,class3,0.9999999141565865,1.3114719284908715e-08,7.27286940937472e-08,0.9999999141565865,class3,0.9999999313394916,2.6345500281328275e-08,4.231500807903153e-08,0.9999999313394916,class3,0.9999662637710571,7.876699783082586e-06,2.5800434741540812e-05,0.9999662637710571,class3,0.9999960108440743,3.118683160300949e-07,3.677287609726227e-06,0.9999960108440743
30,class3,class3,True,0.9941912225209663,0.9885532186298566,0.00017077493407961756,0.005638003891109657,0.9941912225209663,class3,0.9999999758771806,8.444851821676046e-09,1.5677967529502728e-08,0.9999999758771806,class3,0.9999999859481998,5.803575813146196e-09,8.248224417809026e-09,0.9999999859481998,class3,0.9885714285714285,0.0,0.011428571428571429,0.9885714285714285,class3,0.9955555555555555,0.0011111111111111111,0.0033333333333333335,0.9955555555555555,class3,0.9999998615134341,3.54476180976418e-08,1.0303894789451587e-07,0.9999998615134341,class3,0.9999998170051627,2.755390328382168e-08,1.5544093412166627e-07,0.9999998170051627,class3,0.9999783039093018,4.422528490977129e-06,1.7314352589892223e-05,0.9999783039093018,class3,0.9999986755895537,1.9988172984402313e-07,1.1245287163453057e-06,0.9999986755895537
31,class3,class3,True,0.9991456052443235,0.998291516347302,3.063657877110647e-07,0.0008540888970215192,0.9991456052443235,class3,0.99999996744583,7.485616069810459e-09,2.50685540935506e-08,0.99999996744583,class3,0.9999999897484945,2.592198371705736e-09,7.659307247534845e-09,0.9999999897484945,class3,1.0,0.0,0.0,1.0,class3,0.9944444444444445,0.0,0.005555555555555556,0.9944444444444445,class3,0.9999999486082409,1.6196124103606458e-08,3.519563491252077e-08,0.9999999486082409,class3,0.9999999110651524,2.951275960875898e-08,5.94220879846906e-08,0.9999999110651524,class3,0.9999719858169556,8.14807390270289e-06,1.988147596421186e-05,0.9999719858169556,class3,0.9999960108440743,3.118683160300949e-07,3.677287609726227e-06,0.9999960108440743
32,class3,class3,True,0.9999980489452598,0.9999963260057245,2.2646105131657042e-07,1.7229395353070609e-06,0.9999980489452598,class3,0.9999999382402149,9.11658471247923e-09,5.264320040523937e-08,0.9999999382402149,class3,0.9999999302687257,8.784823508564263e-09,6.094645082296783e-08,0.9999999302687257,class3,1.0,0.0,0.0,1.0,class3,1.0,0.0,0.0,1.0,class3,0.9999997851062843,1.7179008717798894e-08,1.977147070769912e-07,0.9999997851062843,class3,0.9999998179632734,1.5889315528988945e-08,1.661474109603526e-07,0.9999998179632734,class3,0.9999479055404663,6.099417987570632e-06,4.5944918383611366e-05,0.9999479055404663,class3,0.9999981591565551,1.9985444506199967e-07,1.6409889999508814e-06,0.9999981591565551
33,class3,class3,True,0.9998282119148143,0.9996565800214112,1.5436711402281463e-07,0.0001716318934030318,0.9998282119148143,class3,0.9999999363419322,7.179112482931655e-09,5.64789553175645e-08,0.9999999363419322,class3,0.9999999800061679,1.924943390781507e-09,1.8068888846357007e-08,0.9999999800061679,class3,1.0,0.0,0.0,1.0,class3,0.9988888888888889,0.0,0.0011111111111111111,0.9988888888888889,class3,0.9999999682012567,1.0054155600063797e-08,2.1744587695586674e-08,0.9999999682012567,class3,0.9999999251722251,2.402479425823773e-08,5.080298049897857e-08,0.9999999251722251,class3,0.9999887943267822,3.916465175279882e-06,7.233918040583376e-06,0.9999887943267822,class3,0.999992820643507,2.0585180782360401e-07,6.973504685065213e-06,0.999992820643507
